DOI,nouns
10.1038/s41586-021-03290-z,quantum state|detection|qubit|challenge|information|superposition|state|lifetime|material|qubit|carrier|principle|photon|absorption|diffraction|loss|qubit|detector|photon|qubit|detector|protocol|task|dissemination|loss|qubit|quantum|distribution|detector|atom|fibre|resonator|qubit|photon|couple|state|detection|efficiency|qubit|survival|cent|photon|survival|probability|cent|qubit|information|fidelity|cent|potential|detector|parameter|rate|fidelity|distance|entanglement|distribution|resource|optimization|qubit|amplification|detection|loophole|entanglement|test
10.1021/acsnano.1c01255,quantum computing|superconducting qubit|quantum network|interface|nanoscale|quantum|information|manipulate|information|qubit|technology|task|center|state|material|intermediary|manifestation|qubit|qubit|advantage|question|interface|center|interface|information|understand|interface|step|sense|communication|perspective|couple|mechanism|interaction|contribution|nanotechnologist|information|processor|term
10.1002/qute.202100002,quantum dot|quantum dot|quantum dot|quantum dot|quantum network|quantum|dot|molecule|device|situ|electron|beam|lithography|self|semiconductor|level|potential|quantum|technology|instance|emitter|quantum|light|source|functionality|interest|singlet|triplet|spin|qubit|spin|photon|interface|cluster|state|generation|molecule|qdm|device|property|device|qdms|pin|diode|structure|qdms|structure|bragg|grating|situ|electron|beam|lithography|photon|extraction|efficiency|agreement|simulation|couple|character|qdms|bias|voltage|spectroscopy|couple|qdm|charge|state|agreement|theory|qdm|device|photon|emission|property|suppression|metric|qdm|build|block|hardware
10.22331/q-2021-02-15-397,quantum computing|quantum communication|quantum communication|quantum communication|quantum memory|quantum repeater|graph state|graph state|graph state|resource|requirement|matter|qubit|technology|promise|transmission|message|fiber|loss|distance|scheme|scheme|optic|coherence|issue|memory|repeater|protocol|expense|overhead|resource|matter|qubit|detail|trade|resource|rate|matter|qubit|qubit|gate|matter|qubit|photon|collection|detection|efficiency|ingredient|protocol|repeater|memory|scheme
10.1088/1555-6611/ac16e2,quantum communication|quantum communication|quantum communication|quantum network|quantum network|quantum network|quantum network|quantum network|photon pair|ghz state|elementary|tripartite|network|telecom|network|variable|network|node|channel|pair|greenberger|zeilinger|ghz|triplet|network|gate|communication|qubit|state|node|node|network|teleportation|qubit|state|qubit|fragment|destination|qubit|fragment|flux|source|generation|ghz|photon|quantum|channel|ghz|source|group|velocity|potassium|titanyl|phosphate|crystal|polarization|sagnac|configuration|photon|state|product|state|state|ghz|source|photon|telecom|wavelength|entanglement|witness|operator|detail|apparatus|network|quantum|channel|wavelength|band|telecom|window|success|probability|teleportation|qubit|state|procedure|teleportation|qubit|state|network|scheme|teleportation|way|scale
10.1038/s41534-021-00385-3,superconducting qubit|quantum processor|observation|bloch|oscillation|localization|bloch|oscillation|localization|wsl|concept|metal|insulator|transition|matter|physic|phenomenon|semiconductor|superlattice|platform|waveguide|array|atom|investigation|wsl|qubit|processor|hamiltonian|isotropic|spin|chain|potential|qubit|propagation|spin|chain|neighborhood|position|characteristic|wsl|wsl|length|gradient|shoot|readout|qubit|experiment|transport|measurement|qubit|characteristic|wsl|transport|potential|experiment|equilibrium|body
10.1103/PhysRevA.104.033714,quantum memory|quantum memory|quantum memory|photon|polarization|qubit|transparency|investigation|polarization|qubit|electro|transparency|eit|tripod|level|condition|eit|storage|retrieval|photon|polarization|qubit|switch|control|laser|field|storage|efficiency|quantum|state|fidelity|qubit|memory|depth|efficiency|fidelity|qubit|memory|absorption|dispersion|choice|duration|input|qubit|pulse|amplitude|control|field|calculation|photon|qudit|level|configuration|quantum|transmission|property|light|component|realization|quality|memory|qubit|qudit
10.1103/PhysRevA.104.053522,qubit|photon|state|waveguide|range|hop|quantum|emitter|band|gap|material|appearance|qubit|photon|state|decoherence|emitter|emitter|interaction|band|gap|origin|schrieffer|heeger|qubit|photon|state|shape|robustness|disorder|situation|emitter|range|hop|phase|diagram|neighbor|counterpart|number|feature|qubit|photon|state|emitter|couple|bulk|mode|phase|connection|invariant|shape|atom|couple|couple|emitter|edge|mode|phase|giant|atom|dynamic|phase|contrast|couple|modulation|circuit|qed|understand|interplay|photon|quantum|optic
10.1364/OPTICA.424258,quantum computer|quantum circuit|quantum circuit|quantum circuit|quantum circuit|quantum state|quantum|computation|dimension|photon|advantage|substrate|information|process|scalability|challenge|scheme|resource|overhead|scheme|quantum|emitter|architecture|resource|atom|switch|dimension|photon|atom|couple|quantum|gate|qubit|qubit|measurement|sequence|operator|need|quantum|emitter|circuit|connectivity|qubit|device|machine|size|depth|photon|detector|imperfection|society|america|term|osa|access|publish|agreement
10.1007/s11082-020-02701-1,quantum network|quantum device|photon|quantum|router|cavity|qed|optic|cavity|quantum|electrodynamic|optic|platform|manipulation|information|scheme|photon|quantum|router|combination|platform|router|polarization|signal|qubit|output|port|superposition|state|control|qubit|signal|information|signal|qubit|quantum|rout|gate|scheme|advantage|contrast|one|top|device|requirement|quantum|router|multiqubit|quantum|rout|feasibility|future|technology|router|protocol|realization|information|process
10.1049/ote2.12008,quantum computing|quantum gate|scheme|root|gate|phase|intensity|encode|quantum|logic|gate|number|qubit|gate|qubit|datum|root|srcz|qubit|datum|srcz|gate|property|light|phase|polarization|intensity|frequency|author|scheme|quantum|srcz|logic|gate|phase|intensity|encode|property|pockel|material|bias|voltage|scheme
10.1364/OE.426325,quantum computing|quantum dot|quantum dot|quantum circuit|quantum communication|fidelity|quantum|gate|microcavitie|hyper|information|process|qip|information|speed|resource|consumption|dissipation|noise|semiconductor|microcavity|platform|scheme|qubit|hyper|gate|qubit|gate|polarization|mode|degree|freedom|dof|photon|herald|mechanism|fidelity|gate|unity|principle|restriction|couple|adaptability|scalability|scheme|gate|technology|fidelity|hyper|gate|utilization|potential|capacity|significance|qip|society|america|term|osa|access|publish|agreement
10.1038/s41598-021-89809-w,procedure|nonlinearitie|qubit|information|photon|decoherence|state|procedure|kerr|nonlinearitie|xknls|qubit|information|photon|decoherence|state|information|process|decoherence|subspace|information|decoherence|procedure|gate|xknls|quantum|bus|beam|photon|number|measurement|device|information|information|photon|decoherence|state|qubit|information|affection|photon|loss|dephase|decoherence|condition|procedure|qubit|information|robustness|decoherence
10.1088/1555-6611/abf647,quantum dot|measurement|dot|population|photon|transmission|microresonator|scheme|state|charge|qubit|semiconductor|electron|molecule|microresonator|qubit|role|element|electron|state|response|laser|field|response|structure|state|regime|state|qubit|spectrum|microdisk|resonator|parameter|contrast|noise|ratio|ratio|value|set|parameter
10.1103/PhysRevLett.127.030402,quantum teleportation|quantum teleportation|quantum state|quantum state|quantum state|multiparticle|quantum|wave|function|multiparticle|quantum|wave|function|matrix|element|density|matrix|density|matrix|element|qubit|qubit|readout|wave|function|photon|observable|advantage|tomography|measurement|complexity|multiparticle
10.1117/1.AP.3.5.055002,quantum network|silicon|platform|measurement|device|distribution|photon|route|miniaturization|distribution|qkd|device|element|variable|qkd|photon|detector|detector|chip|realization|silicon|chip|speed|feature|waveguide|detector|entanglement|state|measurement|bsm|bin|qubit|laser|bsm|rate|measurement|device|qkd|mdi|qkd|attack|detection|basis|qkd|network|relay|rate|order|magnitude|mhz|clock|rate|rate|kbps|loss|state|art|mdi|qkd|ghz|clock|rate|qkd|transmitter|chip|cost|qkd|network|future
10.1021/acs.jpcb.1c00887,state|landau|stuckelberg|majorana|interferometry|davydov|principle|davydov|landau|zener|transition|qubit|photon|mode|photon|state|temperature|thank|trial|state|dynamic|place|course|transition|qubit|field|photon|mode|state|behavior|transition|probability|wave|approximation|variety|state|drive|field|photon|dynamic|landau|stuckelberg|majorana|interferometry|transition|pathway|energy|level|photon|dynamic
10.1103/PhysRevA.104.013703,cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|cluster state|generation|photon|delay|feedback|information|process|measurement|computation|mbqc|phy|rev|lett|fault|mbqc|dimension|new|phy|protocol|photon|cavity|delay|feedback|dimensionality|increase|number|delay|feedback|derivation|tensor|network|state|matrix|product|state|pair|state|photon|way|imperfection|error|state|condition|address|qubit|qubit|error|numerical|simulation|atom|cavity|cooperativity|fidelity|state|assumption|cooperativity
10.1007/s11128-021-03279-7,toffoli|gate|qubit|nonlinearitie|toffoli|gate|gate|nonlinearitie|xknls|device|qubit|photon|toffoli|gate|qubit|quantum|gate|information|process|scheme|toffoli|gate|gate|xknls|quantum|bus|beam|photon|number|measurement|toffoli|gate|xknls|condition|influence|photon|loss|dephase|decoherence|gate
10.1038/s41566-021-00873-0,quantum communication|quantum communication|quantum communication|quantum|communication|quantum|circuit|quantum|communication|interconnect|datum|encryptor|fibre|link|circuit|promise|scale|deployment|experiment|functionality|chip|communication|circuit|module|number|generation|distribution|gigahertz|clock|rate|bit|value|basis|selection|decoy|intensity|distribution|output|chip|number|generator|error|correction|privacy|amplification|information|theoretic|key|line|speed|datum|encryption|term|gate|communication|feedback|control|qubit|phase|propagation|delay|fibre|length|milestone|deployment|chip
10.1126/science.abi9917,quantum processor|entanglement|transport|interface|atom|tweezer|realization|interface|challenge|science|engineering|atom|tweezer|crystal|cavity|entanglement|generation|readout|control|qubit|state|space|cavity|qubit|state|decouple|quantum|gate|link|space|way|transport|interface
10.1103/PhysRevA.104.L020201,quantum system|quantum system|detection|qubit|environment|entanglement|environment|decoherence|environment|state|issue|reduction|purity|entanglement|environment|proof|principle|investigation|entanglement|qubit|channel|dephase|experiment|validation|set|qubit|environment|entanglement|entanglement|measurement|subsystem|subsystem|pair|experiment|way|feature|dynamic
10.22331/q-2021-02-04-392,quantum computer|quantum computer|quantum computer|quantum computer|cluster state|fault|photon|platform|choice|network|room|temperature|architecture|advantage|qubit|state|light|tool|generation|fault|photon|theory|technology|architecture|generation|manipulation|resource|state|qubit|vacuum|state|proposal|state|art|procedure|generation|qubit|strength|quantum|computation|clifford|gate|state|architecture|chip|qubit|dimension|challenge|architecture|room|temperature|quantum|computation|door|fabrication|gate|photon|frog|platform|path|million|qubit
10.1103/PhysRevApplied.16.024052,quantum state|quantum state|quantum walk|mask|mask|information|way|hiding|information|correlation|information|observer|set|whole|correlation|mask|theorem|set|state|set|mask|protocol|ququart|virtue|experiment|information|ququart|correlation|qubit|state|degree|freedom|photon|information|qubit|fidelity|correlation|measurement|contrast|superset|set|density|matrix
10.1364/OE.445444,superconducting qubit|type|crystal|band|gap|wave|structure|medium|index|band|gap|spectrum|crystal|band|gap|structure|parameter|fabrication|theory|space|photon|waveguide|embe|series|level|atom|configuration|crystal|band|gap|level|atom|array|band|gap|transmission|spectrum|type|crystal|frequency|gap|eigenfrequencie|atom|proposal|voltage|centimeter|wave|voltage|electron|helium|millimeter|wave|optica|publish|group|term|access|publish|agreement
10.1126/sciadv.abe8905,quantum dot|quantum dot|quantum dot|quantum dot|quantum bit|quantum network|quantum cryptography|photon pair|photon|semiconductor|semiconductor|polarization|emission|probability|brightness|source|fidelity|distribution|error|rate|span|hour|proof|principle|generation|protocol|build|fiber|rate|bit|bit|pump|rate|mhz|frequency|viability|source|entanglement|distribution|excitation|rate|dot|state|art|structure|generation|rate|gigabit|range|principle|reach
10.1088/1751-8121/ac0546,quantum coherence|symmetric|evolution|coherence|violation|leggett|garg|inequality|buildup|qubit|evolution|parity|hamiltonian|space|dilation|coherence|point|point|coalescence|eigenvalue|aswell|eigenvector|nontrivial|physics|consequence|enhancement|coherence|formulation|leggett|garg|inequality|test|violation
10.1103/PhysRevA.104.063701,bell state|w state|gate|atom|tavis|cumme|state|vector|term|material|state|field|atom|tavis|cumme|intensity|field|interaction|expression|concurrence|purity|order|entanglement|interaction|gate|measurement|field|gate|entanglement|measurement|state|field|level|qubit|qubit|gate|state|greenberger|zeilinger|state|ion|trap|set|mode|center|mass|motion|field|gate|field|interaction
10.1007/s11082-021-03249-4,quantum dot|quantum circuit|noise|cnot|gate|qubit|investigation|noise|fidelity|qubit|cnot|gate|spin|micro|cavity|vacuum|noise|leakage|cnot|gate|interaction|spin|photon|cavity|condition|fidelity|cnot|gate|couple|regime|condition|fidelity|cnot|gate|cnot|gate|condition|optimization|cavity|qubit|condition
10.1088/1367-2630/ac15b4,quantum state|quantum state|observation|dynamic|quantum|protocol|realization|protocol|measurement|selection|lead|chaos|state|ensemble|qubit|chaos|evolution|sense|state|area|bloch|sphere|sphere|number|iteration|step|protocol|experiment|qubit|state|polarization|path|degree|freedom|photon|noise|evolution|protocol|latte|map|state|noise|reconstruction|evolution|simulation|ergodicity|dynamic
10.1103/PhysRevApplied.15.044026,quantum gate|quantum simulation|photon|number|engineering|cavity|cavity|resonator|resource|quantum|technology|interaction|cavity|level|control|gate|scheme|target|hamiltonian|cavity|ancilla|qubit|ancilla|qubit|photon|number|hamiltonian|cavity|mini|gate|error|hamiltonian|cavity|self|kerr|interaction|order|nonlinearitie|scheme|microwave|cavity|transmon|qubit|circuit
10.1103/PhysRevLett.126.100402,quantum state|quantum state|quantum system|tomography|growth|space|size|dimension|self|tomography|fidelity|qutrit|ququint|quvigint|value|qudit|state|state|fidelity|qutrit|robustness|source|noise|collection|qubit|qudit|realization|spin
10.1088/2058-9565/abf996,quantum computer|quantum computing|quantum gate|quantum system|demonstration|quantum|swap|gate|degree|freedom|photon|realization|swap|gate|fredkin|gate|information|process|scheme|fredkin|gate|photon|hybrid|degree|freedom|polarization|control|qubit|swap|gate|space|momentum|conversion|rate|quantum|fredkin|gate|experiment|kind|greenberger|zeilinger|state|quantum|fredkin|gate|state|characteristic|violation|inequality
10.1103/PhysRevLett.126.170505,quantum communication|quantum state|information|mask|mask|information|correlation|subsystem|gate|state|phy|rev|lett|sense|information|definition|information|state|resource|theorem|geometrically|state|hyperdisk|state|state|quantum|information|machine|photon|property|qubit|mask|transfer|information|correlation|retrieval|mask|machine|extensibility|share|fault|insight|comprehension|information|mask
10.1007/JHEP08(2021)170,quantum computer|quantum computer|quantum computing|event|classification|graph|benefit|qubit|paradigm|power|variable|computer|anomaly|detection|search|physic|gaussian|boson|sample|device|feature|vector|graph|datum|format|datum|energy|collision|event|mean|algorithm|classification|anomaly|detection|boson|sample|extension|mean|mean|version|complexity|respect|sample|feature|vector|length
10.1038/s41534-021-00422-1,quantum computer|quantum circuit|propagation|message|quantum|communication|space|laser|communication|photon|number|pulse|gap|communication|capacity|receiver|pulse|pulse|detection|quantum|detection|receiver|codeword|block|pulse|capacity|scenario|capacity|loss|channel|state|phase|shift|bpsk|modulation|bpsk|state|state|qubit|product|function|photon|number|pulse|map|construction|detection|receiver|idea|belief|propagation|message|bpqm|improvement|dolinar|receiver|pulse|pulse|detection|scheme|limit|error|probability|bpsk|codeword|code|tree|factor|graph|bpqm|receiver|holevo|capacity|bpsk|loss|channel|receiver|circuit|proposal|supremacy|experiment|purpose|basis|qubit|logic
10.1103/PhysRevA.104.052601,superconducting qubit|microwave|transduction|overtone|resonance|device|quanta|microwave|field|domain|endeavor|context|interconnect|field|radio|astronomy|realm|microwave|photon|variety|transduction|electro|interaction|noise|efficiency|unity|transduction|scheme|theory|requirement|transduction|scheme|mode|overtone|resonance|hbar|couple|microwave|photon|piezoelectric|strain|efficiency|combination|circuit|loss|intracavity|photon|number|microwave|transduction|hbar|theory|multipartite|quantization|interaction|microwave|mode|mode|principle|knowledge|form|van|dyke|hbar|pair|mode|ring|cavity|strain|conversion|capability|device|signal|flow|graph|transduction|parameter|conduction|device|bulk|heating|resonator|absorption|photon
10.1063/5.0071797,quantum computing|multiqubit|entanglement|quantum|phase|gate|epsilon|plasmonic|multiqubit|entanglement|communication|computer|gate|generation|range|entanglement|period|qubit|challenge|constraint|decoherence|dephase|issue|epsilon|enz|nanostructure|coherence|matter|interaction|room|temperature|enz|plasmonic|waveguide|multiqubit|entanglement|distance|period|emitter|position|entanglement|qubit|enz|number|emitter|entanglement|qubit|negativity|metric|nanophotonic|enz|configuration|enz|response|coherence|emitter|waveguide|scheme|emission|response|enz|resonance|fidelity|qubit|quantum|phase|gate
10.1103/PRXQuantum.2.010320,quantum circuit|quantum superposition|quantum superposition|quantum superposition|quantum system|quantum system|advantage|order|gate|computation|circuit|connection|principle|control|order|target|undergoe|gate|gate|quantum|switch|resource|information|process|task|advantage|gate|order|phase|estimation|gate|algorithm|target|dimension|promise|quantum|switch|speedup|target|dimension|state|art|fiber|technology|quantum|gate|polarization|qubit|observation|order|usefulness|phase|estimation
10.1117/1.AP.3.6.065001,quantum dot|quantum dot|quantum communication|quantum network|photon pair|photon pair|entanglement|distribution|temperature|entanglement|distribution|qkd|promise|robustness|eavesdropping|compatibility|source|semiconductor|qds|polarization|unity|entanglement|fidelity|multiphoton|emission|probability|brightness|property|resonant|photon|excitation|tpe|gate|temperature|source|tpe|condition|photon|rate|addition|gate|temperature|cryocooler|deployment|qds|satellite|emission|gaas|qds|diode|fidelity|entanglement|temperature|fiber|qkd|build|rate|bit|qubit|error|rate|control|engineering|qds|source|photon|world
10.1021/acsphotonics.1c00504,quantum dot|quantum dot|quantum communication|quantum communication|photon pair|photon pair|photon pair|demand|generation|telecom|band|ina|photon|part|optic|experiment|resource|quantum|image|quantum|information|process|resource|demand|challenge|progress|year|interest|potential|information|distance|photon|qubit|photon|telecom|band|mode|fiber|telecommunication|infrastructure|demand|generation|photon|wavelength|window|generation|efficiency|telecom|band|ina|gaas|semiconductor|buffer|layer|phonon|photon|excitation|scheme|concurrence|peak|fidelity|state|demand|generation|milestone|quantum|source|fiber|network
10.1103/PhysRevA.103.013708,quantum state|quantum state|quantum state|quantum system|dynamic|control|electron|photon|state|variable|parameter|dynamic|nanophotonic|variable|parameter|class|level|fermion|emitter|multimode|field|cavity|cavity|resonance|electron|transition|energy|couple|fermion|photon|subsystem|reservoir|equation|evolution|approximation|master|equation|formalism|observable|approximation|rate|parameter|modulation|amplitude|modulation|transition|frequency|respect|rabi|oscillation|frequency|dynamic|theory|modulation|parameter|rabi|frequency|control|protocol|entanglement|degree|freedom|decouple|fermionic|qubit|cavity|field|modulation|transparency
10.1038/s42005-021-00551-1,quantum computing|quantum communication|quantum network|quantum memory|quantum memory|quantum memory|quantum repeater|generation|entanglement|type|entanglement|entanglement|generation|party|author|demonstration|wavevector|entanglement|type|state|potential|rate|generation|photon|matter|entanglement|build|block|protocol|quantum|communication|quantum|computer|effort|constraint|efficiency|coherence|architecture|generation|polarization|state|mode|delay|photon|qubit|storage|wavevector|atom|clauser|holt|inequality|violation|deviation|storage|half|mode|ability|entanglement|polarization|wavevector|degree|freedom|capability|prospect|protocol
10.1103/PhysRevA.103.023705,quantum cryptography|shoot|number|detection|microwave|photon|error|mitigation|photon|detector|component|communication|computation|presence|photon|number|shoot|shoot|fidelity|photon|number|detector|microwave|photon|cavity|qubit|circuit|qed|platform|detector|function|series|parity|operator|bit|decomposition|photon|number|protocol|measurement|bit|ancilla|cavity|ancilla|photon|loss|ancilla|error|bit|nontrivial|error|outcome|error|form|markov|independence|bit|measurement|bias|ensemble|measurement|agreement|prediction|mitigation|variation|distance|error|state|mitigation|mode|error|algorithm|shoot|fidelity|pnr|detector
10.1103/PRXQuantum.2.040345,quantum computer|quantum computing|quantum error correction|cluster state|fault|qubit|number|component|gate|error|rate|technology|threshold|fault|quantum|computation|obstacle|quantum|computation|challenge|overhead|fault|scheme|number|component|engineering|challenge|scale|fault|scheme|threshold|noise|memory|error|presence|memory|error|error|rate|decay|root|tau|memory|coherence|tau|timescale|gate|procedure|fault|qubit|pair|delay|line|circuit|level|error|weight|error|error|state|weight|error|gate|technology|improvement|component|candidate|fault|computation|effort
10.1038/s41567-021-01307-y,superconducting qubit|polariton|motion|couple|photon|excitation|matter|quasiparticle|state|signature|cross|eigenfrequencie|jayne|cumme|electrodynamic|experiment|spin|cavity|optomechanic|polariton|mode|quantum|couple|vibration|cavity|radiation|polaritonic|mode|motion|quantum|couple|regime|particle|vacuum|tweezer|cavity|mode|scatter|tweezer|motion|cavity|mode|degree|freedom|couple|regime|state|nature|way|protocol|information|transfer|component|step|demonstration|state|room|temperature
10.1073/pnas.2021768118,cavity|couple|vacancy|silicon|carbide|laser|irradiation|silicon|monovacancy|silicon|carbide|sic|spin|point|defect|potential|qubit|state|quantum|information|crystal|cavity|pccs|emission|defect|cavity|interaction|postfabrication|enhancement|emission|pccs|indication|couple|cavity|ensemble|silicon|vacancy|bandgap|irradiation|wavelength|minute|hour|enhancement|emission|ratio|dark|state|state|change|irradiation|charge|state|conversion|defect|anneal|degree|min|emission|enhancement|activation|energy|diffusion|carbon|interstitial|defect|experiment|insight|defect|modification|interaction|volume|pathway|defect|cavity|interaction
10.1038/s41567-021-01296-y,quantum computing|quantum computing|quantum computing|quantum computing|quantum computing|quantum computing|quantum gate|quantum gate|quantum gate|quantum circuit|quantum state|cluster state|cluster state|cluster state|cluster state|gate|platform|hardware|platform|protocol|idea|platform|measurement|quantum|information|process|gate|gate|measurement|multipartite|set|gate|set|measurement|phase|variable|quadrature|measurement|gate|phase|efficiency|quadrature|measurement|transformation|teleportation|mode|gate|mode|gate|mode|input|state|fault|platform|cluster|state|entanglement|supply|state|encode|measurement|state|dynamic|set|gate|platform
10.1103/PhysRevA.103.032425,quantum circuit|quantum entanglement|quantum entanglement|entanglement|distillation|channel|polarization|mode|dispersion|network|node|resource|computer|cryptography|quality|entanglement|fiber|optic|route|decoherence|mechanism|fiber|polarization|decoherence|mechanism|fiber|polarization|mode|dispersion|pmd|distortion|pulse|birefringence|decoherence|particle|distillation|qed|algorithm|class|recurrence|qed|requirement|size|quality|entanglement|particle|number|particle|number|distillation|round|recurrence|algorithm|recurrence|qed|algorithm|qubit|pair|pmd|channel|algorithm|fidelity|success|probability|fact|fidelity|round|distillation|attainment|fidelity|convergence|speed|fidelity|respect|number|distillation|round|linear|number|round|fact|success|probability|algorithm|state|fidelity|fiber
10.1103/PhysRevA.104.052623,quantum computing|quantum network|bell state|bell state|bell state|graph state|error|entanglement|swap|photon|quantum|technology|fusion|ability|measurement|photon|loss|success|probablity|measurement|limitation|quantum|technology|protocol|challenge|encode|qubit|tree|encode|emitter|photon|measurement|error|photon|loss|loss|tolerance|threshold
10.1038/s41567-021-01333-w,quantum computer|quantum computer|quantum computing|quantum algorithm|quantum algorithm|graph state|graph state|error|qubit|silicon|chip|photon|state|quantum|information|qubit|error|protection|scheme|success|rate|purpose|principle|number|qubit|qubit|error|measurement|support|error|qubit|photon|silicon|photon|scheme|photon|qubit|photon|error|qubit|reconfigurable|scheme|error|correction|encode|range|information|process|task|success|rate|increase|phase|estimation|algorithm|error|protection|hyper|class|resource|state|protection|error|error|correction|encode|resource|architecture
10.1038/s41534-021-00421-2,quantum bit|quantum device|daylight|quantum|key|distribution|silicon|photon|scale|quantum|communication|network|node|fiber|space|channel|link|distance|space|segment|network|requirement|daytime|gate|compatibility|telecom|fiber|infrastructure|addition|space|ground|link|capability|light|orbit|reason|requirement|prototype|daylight|quantum|distribution|silicon|photon|chip|state|encoder|prototype|area|padua|italy|space|link|error|rate|rate|kbps|day|chip|cost|space|transmitter|resource|payload|satellite|mission
10.1103/PRXQuantum.2.040353,quantum computer|quantum computing|fault|computation|linear|optic|scalability|fault|gkp|qubit|requirement|inline|reconfigurability|network|error|architecture|element|cost|fact|advantage|state|preparation|overhead|computer|module|array|source|gkp|state|circuit|beam|splitter|phase|shifter|delay|line|array|homodyne|detector|symmetry|circuit|finite|photon|loss|noise|threshold|estimate|hurdle|construction
10.1038/s41534-020-00337-3,polarization|photon|spin|interface|photon|device|mapping|qubit|polarization|photon|spin|state|state|defect|crystal|cavity|polarization|photon|spin|interface|pepsi|state|fidelity|dependence|device|polarization|extinction|ratio|atom|cavity|cooperativity|rate|fidelity|trade|simulation|fidelity|photon|spin|mapping
10.1038/s41534-020-00340-8,quantum computer|quantum computing|quantum computing|quantum computing|quantum walk|encryption|promise|machine|task|privacy|computation|protocol|enable|quantum|computation|client|privacy|datum|algorithm|server|computation|security|limitation|client|server|step|computation|alternative|encryption|interaction|quantum|datum|security|variety|computation|scenario|server|computation|client|input|datum|computation|transformation|qubit|computation|photon|state|optic|client|input|photon|polarization|state|server|computation|path|degree|freedom|demonstration|quantum|photon|applicability|quantum|computation|potential|photon
10.1364/OPTICA.412211,quantum computing|quantum network|quantum network|quantum network|chip|storage|telecommunication|wavelength|variety|communication|precision|measurement|qubit|frequency|retrieval|functionality|function|ensemble|ion|yttrium|orthosilicate|silicon|resonator|onchip|electrode|light|telecommunication|band|frequency|comb|protocol|linear|shift|ion|ensemble|transition|frequency|memory|control|fashion|increment|frequency|width|mhz|increase|factor|mhz|chip|electrode|field|bias|platform|earth|ion|shift|order|society|america|term|osa|access|publish|agreement
10.1038/s41534-021-00372-8,quantum simulator|topological order|quantum|hall|atom|photon|interaction|emergence|hall|phase|edge|state|landau|level|hofstadter|butterfly|spectra|particle|space|array|level|atom|waveguide|quantum|electrodynamic|edge|state|photon|modulation|parameter|field|quantum|hall|field|self|atom|photon|interaction|fact|self|quantum|structure|richness|waveguide|quantum|electrodynamic|find|discipline|optic|body|physic|photon|reference|point|experiment|qubit|array
10.1007/s11082-020-02685-y,realization|cnot|gate|multiphoton|multimode|cavity|qed|scheme|cnot|gate|qubit|cavity|mode|level|atom|cavity|location|resonance|level|hamiltonian|interaction|atom|field|cavity|shore|probability|state|interest|fidelity|scheme|wave|function|density|matrix|decoherence|gate
10.1063/5.0056534,quantum communication|quantum network|quantum network|quantum network|quantum network|quantum network|color|center|diamond|ability|quantum|information|scale|suite|sense|metrology|computer|perspective|requirement|node|color|center|diamond|node|candidate|overview|state|art|experiment|color|center|diamond|direction|control|coherence|qubit|state|spin|photon|interface|route|scale|device|color|center|diamond|material|outlook|future|protocol
10.1088/2058-9565/ac120a,quantum network|quantum network|quantum state|quantum memory|quantum memory|momentum|qubit|atom|mode|light|amount|momentum|oam|candidate|access|efficiency|condition|clone|limit|way|quantum|computation|storage|efficiency|state|obstacle|storage|retrieval|qubit|state|rubidium|ensemble|storage|efficiency|fidelity|node|scale
10.1063/5.0065222,quantum state|perspective|kerr|perspective|advance|picosecond|switch|optic|switch|polarization|rotation|mode|fiber|kerr|laser|pulse|fiber|switch|duration|lsim|repetition|rate|mhz|repetition|rate|optic|experiment|photon|regime|switch|efficiency|noise|floor|sim|photon|pulse|fidelity|gate|light|generation|noise|photon|capability|switch|photon|bin|polarization|conversion|qubit|noise|distribution|pulse|carve
10.1038/s41534-021-00402-5,exposure|multipartite|quantum|nonlocality|podolsky|rosen|quantum|steer|structure|multipartite|scenario|criterion|multipartite|steer|entanglement|nonlocality|gate|steer|scratch|steer|entanglement|nonlocality|consistency|redefinition|form|steer|start|gate|protocol|steer|entanglement|nonlocality|entanglement|certification|steer|crux|issue|signal|protocol|qubit|demonstration|exposure|super|exposure|nonlocality
10.1038/s42005-021-00670-9,quantum communication|quantum memory|quantum repeater|photon|entanglement|interface|feed|readout|quantum|interface|qis|entanglement|spin|wave|memory|qubit|build|block|ensemble|repeater|practice|lifetime|multimode|capacity|progress|goal|challenge|attribute|multimode|field|wavelength|spin|wave|storage|laser|atom|phase|polarization|interferometer|spin|wave|qubit|feed|rise|increase|atom|photon|photon|photon|entanglement|generation|probability|mode|qis|entanglement|parameter|memory|lifetime|step|fiber|distance
10.1038/s41598-021-91778-z,doublon|topology|interaction|lattice|hubbard|version|schrieffer|heeger|array|oscillator|site|interaction|physics|gamut|dimerization|chain|limit|excitation|subspace|type|state|competition|couple|topology|lattice|strength|site|interaction|formation|band|state|band|particle|pair|doublon|pair|lattice|site|flavor|edge|state|feature|plethora|nanoscale|cavity|lattice|qubit|perspective|particle|body|physic
