DOI,nouns
10.1007/s11128-015-1088-8,quantum communication|quantum communication|bell state|bell state|bell state|bell state|computation|preservation|entanglement|qubit|ising|model|solution|time|equation|dynamic|entanglement|qubit|ising|model|spin|qubit|field|direction|ising|interaction|field|entanglement|parameter|role|state|system|evolution|entanglement|frequency|field|exchange|coupling|spin|qubit|calculation|entanglement|dynamic|field|direction|ising|interaction|result|field|phase|system|entanglement|phase|state|system|detail|order|state|state|fidelity|state|system|state|computation
10.1103/PhysRevLett.108.187401,quantum dot|quantum dot|narrowing|spin|fluctuation|laser|excitation|suppression|spin|fluctuation|timescale|spin|effect|ten|millisecond|wave|diode|laser|fluctuation|spin|hole|polarization|feedback|mechanism|fluctuation|state|illumination|presence|electron|charge|spin|polarization|enhancement|electron|spin|coherence|time|state|spectroscopy|calming|spin|time|spin|qubit|operation|method|spin|echo|coherence|recovery|decoupling|scheme
10.1103/PhysRevApplied.15.044042,quantum dot|quantum dot|quantum dot|quantum system|spin|orbit|coupling|silicon|field|spin|orbit|coupling|ssoc|challenge|gas|superconductor|semiconductor|ssoc|anisotropy|spin|valley|resonance|silicon|field|plane|behavior|resonance|amplitude|ssoc|spin|orbit|coupling|isoc|behavior|plane|transverse|field|gradient|ssoc|field|quality|factor|spin|qubit|orientation|plane|field|working|point
10.1007/s00723-016-0857-6,quantum bit|electron|spin|relaxation|measurement|cluster|system|view|electron|spin|k|ns|cluster|protein|environment|relaxation|coherence|time|spin|system|cluster|phase|memory|time|interaction|n|ligand|n|isotope|orientation|order|magnitude|duration|spin|qubit|manipulation|order|mu|orientation|nutation|experiment|manipulation|electron|spin
10.1063/5.0039521,quantum computer|quantum annealing|spin|qubit|gate|structure|field|effect|transistor|size|transistor|order|proposal|spin|qubit|metal|oxide|semiconductor|transistor|spin|qubit|wire|number|qubit|jungle|wire|problem|qubit|chip|herein|wiring|spin|qubit|field|effect|transistor|finfet|device|spin|qubit|gate|electrode|finfet|interaction|qubit|ruderman|kittel|kasuya|yosida|interaction|channel|finfet|possibility|machine|addition|proposal
10.1088/1674-1056/28/6/060201,quantum computing|superconducting qubit|superconducting qubit|quantum system|quantum system|simulation|influence|imperfection|decoupling|decoupling|system|decoherence|superconducting|imperfection|decoupling|performance|work|imperfection|control|system|hamiltonian|collapse|operator|master|equation|simulation|qubit|f|environment|noise|spectrum|rate|qubit|impact|imperfection|decoupling|precision|position|ratio|effect|pulse|impact|variation|width|relaxation|protocol|jitter|mitigation|mixer|pulse|shaping|performance|work|analysis|optimization|decoupling
10.1103/PhysRevA.95.053833,superconducting qubit|quantum phase transition|superradiance|phase|transition|presence|parameter|fluctuation|effect|parameter|fluctuation|superradiance|phase|transition|setup|number|cavity|parameter|fluctuation|architecture|fluctuation|qubit|gap|bias|point|qubit|cavity|coupling|strength|phase|transition|case|case|fluctuation|fluctuation|qubit|gap|qubit|cavity|coupling|strength|transition|point|fluctuation|bias|point|coupling|strength|point|phase|fluctuation|temperature|phase|transition
10.1088/1367-2630/acb379,superconducting qubit|quantum entanglement|quantum superposition|quantum coherence|quantum coherence|submicrometer|scale|temperature|sensing|interest|development|quantum|sensing|principle|quantum|mechanic|energy|level|flux|qubit|level|system|energy|field|sensitivity|field|sensor|magnetization|spin|ensemble|magnetization|temperature|field|temperature|magnetization|flux|qubit|study|temperature|sensing|resolution|application|field|sensor|flux|qubit|flux|qubit|temperature|dependence|polarization|ratio|electron|spin|nano|diamond|particle|temperature|sensitivity|mu|k|root|mk|submicrometer|range
10.1016/j.cryogenics.2020.103117,josephson junction|josephson junction|josephson junction|quantum computer|quantum dot|quantum dot|superconducting qubit|solution|electron|system|graph|semiconductor|model|solution|model|position|charge|qubit|qubit|quasi|network|qd|graph|topology|dimension|electron|graph|quantum|state|circumstance|omission|spin|degree|freedom|action|phase|gate|formula|case|field|evolution|occupancy|level|system|interface|semiconductor|position|qubit|semiconductor|qds|base|interface|superconducting|semiconductor|modification|andreev|state|presence|semiconductor|qubit|proximity|interaction|model|phase|transition|result|case|interaction|semiconductor|qubit|type|operation|phase|gate|semiconductor|position|qubit|use|field|use|approach
10.1063/1.5144722,electron|spin|resonance|spin|sensitivity|flux|qubit|electron|spin|resonance|measurement|flux|qubit|volume|fl|qubit|frequency|josephson|bifurcation|amplifier|measurement|sensitivity|spin|measurement|sensitivity|order|magnitude|improvement|flux|qubit|scheme|quantum|interference|device|readout|noise|spectroscopy|sensitivity|flicker|flux|noise
10.1103/PhysRevB.95.144402,quantum device|spin|superfluid|josephson|qubit|spin|superfluidity|spin|hall|phenomenon|quantum|information|processing|device|spin|supercurrent|analog|phase|qubit|control|readout|array|phase|qubit|quantum|annealer|device|state|fabrication|technology|scalability|temperature|principle|counterpart|ordering|temperature|temperature|device
10.1103/PhysRevX.13.041052,quantum computer|quantum processor|quantum processor|ghz state|race|track|ion|quantum|charge|device|ion|trap|condition|race|track|system|technology|scalability|broadcasting|rf|routing|trap|mot|loading|case|gate|fidelity|system|system|qubit|upgrade|performance|operation|state|preparation|measurement|error|qubit|gate|infidelity|qubit|gate|infidelity|performance|mirror|benchmarking|linear|cross|benchmarking|volume|measurement|qv|creation|qubit|entanglement|application|benchmark|simulation|qaoa|error|correction|repetition|code|dynamic|simulation|qubit|reuse|upgrade|system|qubit|capability
10.1103/PhysRevApplied.15.064050,josephson junction|superconducting qubit|quantum circuit|quantum circuit|circuit|quantum|electrodynamics|carbon|nanotube|circuit|qed|study|physics|state|system|interaction|microwave|circuit|step|implementation|carbon|nanotube|junction|carbon|nanotube|pd|al|bilayer|voltage|tunability|frequency|gate|coupling|coplanar|waveguide|resonator|gate|tunable|resonator|frequency|qubit|parameter|readout|qubit|relaxation|coherence|time|range|ns
10.1109/TASC.2016.2629670,superconducting qubit|surface|loss|effect|transmon|qubit|variety|loss|mechanism|loss|interface|footprint|qubit|sensitivity|surface|loss|study|planar|transmon|footprint|qubit|design|coherence|qubit|footprint|surface|loss|qubit|footprint|loss|mechanism
10.1063/1.4979652,superconducting qubit|quantum state|qubit|state|tomography|average|scheme|qubit|state|tomography|average|transmon|qubit|qubit|readout|cavity|order|density|matrix|qubit|state|qubit|operation|state|qubit|state|element|qubit|density|matrix|scheme|qubit|fidelity|aip|publishing
10.1103/PhysRevLett.110.167402,switching|charge|state|nitrogen|vacancy|center|diamond|temperature|letter|switching|nitrogen|vacancy|nv|center|charge|state|resonant|excitation|helium|temperature|conversion|stability|defect|fidelity|initialization|spin|qubit|density|theory|mechanism|auger|ionization|charge|transfer|electron|valence|band|study|insight|charge|dynamic|nv|center|information|processing|defect|diamond|doi
10.1088/1674-1056/26/6/060308,josephson junction|josephson junction|phase|qubit|shadow|fabrication|process|phase|qubit|qubit|interference|device|detector|shadow|evaporation|bridge|al|junction|area|mu|qubit|number|level|system|tls|tunnel|barrier|proportional|junction|area|energy|spectrum|crossing|tls|flux|bias|range|phase|qubit|energy|relaxation|time|time|phi|order|ns|origin|decoherence|tls|improvement|qubit|performance
10.1103/PhysRevX.11.041043,superconducting qubit|collapse|revival|atom|quantum|emitter|presence|reservoir|density|state|structure|set|behavior|reservoir|memory|interaction|emitter|contrast|memoryless|dynamic|system|article|dynamic|waveguide|variation|transmission|property|slowing|light|factor|qubit|vicinity|passband|light|waveguide|reservoir|change|emission|rate|qubit|energy|relaxation|qubit|beating|qubit|photon|state|addition|boundary|end|waveguide|revival|qubit|population|timescale|time|inverse|qubit|emission|rate|trip|travel|time|photon|situ|tuning|qubit|waveguide|interaction|strength|crossover|qubit|emission|dynamic|presence|feedback|waveguide|reflection|circuit|platform|study|multiqubit|interaction|reservoir|generation|multiphoton|state
10.1038/s42005-024-01733-3,superconducting qubit|superconducting qubit|superconducting qubit|quantum processor|decay|control|chip|filter|gate|coherence|time|present|challenge|coupling|drive|line|microwave|signal|qubit|chip|filter|qubit|stopband|qubit|frequency|coherence|time|coupling|frequency|qubit|gate|load|filter|relaxation|time|second|ns|gate|control|improvement|relaxation|time|stopband|driving|rabi|oscillation|pi|pulse|duration|ns|demonstration|chip|filter|driving|way|qubit|architecture|load|noise|control|line|qubit|development|requirement|isolation|environment|coupling|control|drive|line|work|issue|chip|filter|mode|environment|coupling|frequency|mode
10.1063/1.4712595,spin|polarization|vgaon|center|gan|application|spin|qubit|vgaon|center|gallium|nitride|composing|oxygen|atom|nitrogen|site|n|gallium|vacancy|v|ga|principle|calculation|vgaon|center|nitrogen|vacancy|center|diamond|excitation|energy|electron|spin|polarization|center|charge|state|onvga|center|arrow|arrow|state|bulk|band|spacing|spin|qubit|operation|excitation|energy|c|american|institute|physics
10.1063/5.0234579,quantum computing|superconducting qubit|quantum circuit|quantum state|situ|mixer|calibration|mixer|role|conversion|signal|control|readout|imperfection|oscillator|leakage|sideband|signal|control|fidelity|defect|mixer|calibration|challenge|scale|quantum|control|situ|mixer|calibration|scheme|method|qubit|response|signal|calibration|wiring|configuration|efficacy|technique|qubit|gate|error|coherence|time
10.1063/1.5140884,superconducting qubit|superconducting qubit|quantum simulation|quantum simulation|body|interaction|spin|chirality|platform|dynamic|heart|body|system|flexibility|scalability|nature|microfabrication|multiqubit|device|form|coupling|qubit|capacitor|field|inductor|field|energy|body|interaction|hamiltonian|body|spin|chirality|interaction|circuit|floquet|engineering|frequency|qubit|capacitor|qubit|qubit|coupling|flow|excitation|qubit|loop|result|step|engineering|body|interaction|multiqubit|device|degree|freedom|task
10.1103/PRXQuantum.2.010339,quantum computing|superconducting qubit|superconducting qubit|superconducting qubit|quantum state|realization|circuit|π|qubit|qubit|wave|function|disjoint|support|energy|protection|relaxation|dephasing|candidate|pi|circuit|brooks|et|al|phy|rev|circuit|topology|parameter|regime|ground|state|degeneracy|qubit|noise|state|qubit|feature|disjoint|support|relaxation|order|charge|flux|noise|device|pi|qubit|multitone|measurement|energy|level|structure|system|mode|hamiltonian|type|protocol|charge|energy|level|device|population|transfer|operation|relaxation|ms|r|mu|mu|time|pi|circuit|family|step
10.1088/2053-1583/aac17f,quantum dot|quantum dot|quantum dot|theory|monolayer|tmdc|monolayer|transition|metal|dichalcogenide|tmdcs|candidate|quantum|technology|spin|qubit|semiconductor|band|gap|work|behaviour|dqd|system|conduction|band|material|electron|charge|configuration|progress|scenario|spin|orbit|splitting|dot|case|valley|degeneracy|substrate|case|energy|subspace|kramer|case|energy|model|heisenberg|exchange|hamiltonian|kramer|pair|qubit|implementation
10.1103/PhysRevB.82.165320,quantum dot|superconducting qubit|cooling|motion|level|system|temperature|regime|cooling|resonator|state|level|system|regime|temperature|planck|equation|mode|saturation|effect|dynamic|resonator|mode|occupation|number|degrading|rate|breakdown|temperature|dependence|effect|system|parameter|result|state|system|resonator|spin|qubit
10.1103/PhysRevA.100.022343,quantum network|quantum network|architecture|network|loop|particle|crystal|band|structure|approach|loop|interaction|particle|excitation|distance|result|arrangement|loop|particle|band|structure|excitation|magnon|crystal|bus|distance|coupling|spin|qubit|qubit|magnet|network|dipole|interaction|way|state
10.1038/s41467-019-13534-2,quantum computer|quantum computer|quantum computing|quantum computing|trapped ion|qubit|field|concept|demonstration|device|year|efficiency|problem|interest|number|database|model|physic|cost|function|qubit|system|ion|qubit|gate|fidelity|qubit|gate|fidelity|spam|error|capability|platform|basis|comparison|device|bernstein|vazirani|shift|algorithm|gate|hardware|success|rate|algorithm|benchmark|type|hardware|system|hardware
10.1038/NNANO.2014.211,quantum|information|second|device|spin|electron|nucleus|unit|information|qubit|addition|semiconductor|electronics|industry|qubit|semiconductor|route|information|state|environment|interaction|qubit|spin|spin|fluctuation|defect|oxide|material|silicon|enrichment|spin|isotope|spin|bath|experiment|spin|ensemble|crystal|coherence|spin|level|nanostructure|interface|operation|electron|spin|qubit|nanostructure|substrate|spin|coherence|time|carr|purcell|meiboom|gill|cpmg|sequence|qubit|state|control|fidelity|electron|spin|cpmg|coherence|time|noise|contrary|belief|proximity|interface|decoherence|noise|device|improvement
10.1103/PhysRevB.86.125204,control|spin|state|center|diamond|scheme|spin|manipulation|ground|state|triplet|nitrogen|vacancy|nv|center|diamond|excitation|ground|state|state|spin|rotation|virtue|spin|spin|interaction|state|hamiltonian|spin|flip|transition|ground|state|spin|triplet|resonant|pumping|spin|qubit|zeeman|sublevel|spin|projection|nv|axis|ground|state|level|regard|control|electron|spin
10.1088/1555-6611/acd4ae,quantum computing|quantum coherence|correlation|coherence|charge|qubit|system|charge|qubit|cutting|edge|technology|field|platform|quantum|processing|study|behavior|coherence|quantum|correlation|charge|qubit|system|capacitance|effect|noise|entanglement|concurrence|correlation|uncertainty|coherence|charge|qubit|analysis|account|interplay|equilibrium|temperature|system|parameter|finding|increase|temperature|decrease|coherence|quantum|correlation|system|behavior|quantum|resource|system|parameter|selection|parameter|effect|temperature|quantum|uncertainty|coherence|entanglement|temperature|result|insight|charge|qubit|system|quantum|advantage
10.1103/PhysRevB.102.094502,control|transition|frequency|flux|qubit|coupling|photon|number|degree|freedom|resonator|transition|frequency|flux|qubit|frequency|resonator|quantum|interference|device|squid|microwave|driving|dc|squid|coupling|microwave|photon|resonator|flux|qubit|polarity|frequency|shift|sign|flux|bias|qubit|value|frequency|shift|photon|number|resonator|behavior|model|interaction|flux|qubit|squid|tuning|range|transition|frequency|flux|qubit|ghz|effect|photon|number|fluctuation|resonator|rate|flux|qubit
10.1103/PhysRevApplied.16.064062,quantum processor|coupler|ratio|qubit|coupler|avenue|error|multiqubit|coupler|tuning|circuit|parameter|coupling|zz|interaction|coupler|limitation|qubit|interaction|ratio|need|tuning|approach|bus|mode|resonator|mode|mode|coupler|state|field|resonator|turn|result|suppression|qubit|interaction|respect|drive|power|circuit|implementation|mechanism
10.1007/s10948-013-2191-7,fabrication|flux|qubit|degree|freedom|fabrication|characterization|flux|qubit|resonator|vibration|anisotropic|isotropic|process|parameter|plasma|ion|gas|arm|qubit|beam|detection|scheme|transmission|regime|beam|length|flux|qubit|base|temperature|measurement
10.21468/SciPostPhys.17.1.004,quantum sensor|quantum sensor|control|algorithm|solution|sensitivity|way|spin|sensor|time|field|presence|noise|problem|control|field|sensitivity|signal|determination|ground|state|spin|chain|solution|problem|sensitivity|control|guess|algorithm|sensitivity|improvement|spin|qubit|magnetometer|nitrogen|vacancy|center|diamond
10.1016/j.chaos.2017.03.029,quantum dot|quantum dot|quantum measurement|quantum system|precision|measurement|system|transmission|line|resonator|quantum|system|precision|precision|parameter|estimation|problem|estimation|dqd|spin|qubit|transmission|line|resonator|tlr|bus|system|variation|fisher|information|qfi|scheme|influence|parameter|amount|qfi|decay|rate|time|coupling|dqds|tlr|parameter|parameter|qubit|system|tlr|feature|dqds|candidate|implementation|scheme|computation|information|processing|c|ltd|right
10.1103/PhysRevB.110.045419,quantum device|quantum simulation|quantum simulation|fidelity|quantum|information|processing|spin|qubit|phonon|implementation|fidelity|phonon|gate|operation|scheme|spin|qubit|silicon|vacancy|center|diamond|application|decoupling|technique|coherence|qubit|state|time|variety|spin|model|way|model|simulation|technique|gate|error|order|magnitude|gate|noise|parameter|lattice|array|defect|center|approach|path|scale|spin|phonon|level|control|quantum|technology|platform
10.1002/qute.202300316,placement|precision|donor|spin|qubit|silicon|molecule|ion|implantation|donor|spin|qubit|state|coherence|time|gate|fidelity|ability|array|ion|implantation|donor|placement|precision|qubit|readout|coupling|molecule|ion|bystander|atom|detection|confidence|suitability|phosphorus|difluoride|molecule|ion|donor|qubit|ion|mass|spectrometry|spin|site|location|donor|activation|electron|spin|resonance|measurement|qubit|device|time|coherence|time|p|donor|value|qubit|device|p|donor|electron|couple|spin|vicinity|molecule|ion|promise|precision|array|donor|spin|qubit|donor|spin|qubit|state|p|donor|placement|precision|qubit|readout|coupling|molecule|ion|bystander|atom|detection|confidence|spin|site|anneal|p|donor
10.1002/andp.201900036,superconducting qubit|superconducting qubit|superconducting qubit|quantum gate|interface|spin|coupling|system|spin|ensemble|coupling|strength|transformation|system|mean|spin|ensemble|set|qubit|decoherence|subspace|proposal|respect|decay|system|parameter|technology
10.1021/acsnano.1c01255,quantum computing|superconducting qubit|quantum network|interface|nanoscale|quantum|information|system|manipulate|information|qubit|technology|task|center|state|material|intermediary|manifestation|qubit|qubit|advantage|question|interface|center|interface|information|system|understanding|interface|step|sensing|communication|perspective|coupling|mechanism|interaction|contribution|nanotechnologist|information|processor|term
10.1126/sciadv.ado9094,superconducting qubit|superconducting qubit|superconducting qubit|quarton|coupler|fidelity|quantum|nondemolition|qnd|qubit|readout|element|information|processing|state|art|readout|coupling|qubit|readout|resonator|readout|fidelity|qnd|readout|time|order|nanosecond|cross|kerr|magnitude|megahertz|readout|scheme|quarton|coupler|megahertz|cross|kerr|transmon|qubit|readout|resonator|master|equation|simulation|system|nanosecond|readout|time|fidelity|qnd|fidelity|readout|circuit|coherence|property|qubit|work|path|order|magnitude|improvement|readout|matter|coupling|parameter|regime|design
10.1103/PhysRevB.85.024537,ghz state|generation|multiparticle|state|flux|qubit|circle|array|transmission|line|resonator|coupling|step|approach|generation|greenberger|zeilinger|ghz|state|circuit|qed|system|flux|qubit|ns|coherence|time|flux|qubit|time|qubit|operation|proposal|time|microwave|field|transmission|line|resonator|tlr|resonator|manner|qubit|qubit|coupling|entanglement|qubit|resonator|design|tlr|circle|array|potential|step|scheme|case|qubit|tlrs
10.1103/PhysRevB.82.024514,superconducting qubit|superconducting qubit|quantum gate|cluster state|cluster state|resonant|circuit|quantum|electrodynamic|implementation|resonant|gate|circuit|quantum|electrodynamic|information|processing|utilization|level|resonator|tool|qubit|resonant|gate|operation|speed|technique|benefit|qubit|gate|circuit|quantum|electrodynamic|implementation|array|n|x|phase|qubit|gate|generation|time|n|account|decoherence|mechanism|fidelity|generation
10.1103/PhysRevB.105.075303,quantum dot|quantum dot|quantum dot|anisotropic|g|tensor|hole|role|transverse|direction|qubit|spin|state|hole|ge|semiconductor|effort|spin|information|processing|absence|nucleus|sample|yield|coherence|time|coupling|spin|momentum|valence|band|spin|orbit|qubit|control|modulation|hole|g|tensor|understanding|aspect|interplay|spin|orbit|coupling|potential|field|development|hole|spin|qubit|platform|manifestation|g|tensor|mass|hole|hole|gas|effect|anisotropy|hamiltonian|si|system|role|orientation|transverse|potential|expression|anisotropic|g|tensor|way|correction|g|tensor|hole|type|spin|orbit|interaction|approach|rashba|term|result|understanding|point|parameter|space|hole|spin|qubit|confinement|spin|orbit|control|spin|state
10.1038/s41534-022-00576-6,quantum dot|anisotropy|respect|field|spin|qubit|decoherence|time|electron|spin|qubit|platform|computation|noise|operation|qubit|relaxation|phi|time|source|noise|technique|location|source|type|source|paper|anisotropy|phi|respect|direction|field|aspect|noise|anisotropy|pattern|charge|noise|evanescent|wave|johnson|noise|noise|device|sample|benefit|technique|anisotropy|pattern|anisotropy|model|si|sige|device
10.1038/s41467-019-09194-x,quantum dot|quantum dot|quantum dot|quantum dot|quantum processor|spin|exchange|multielectron|mediator|qubit|gate|range|heisenberg|exchange|interaction|coupling|spin|qubit|range|multielectron|mediator|speed|coherence|spin|spin|coupling|electron|pair|electron|spin|correlation|spin|exchange|process|multielectron|regime|exchange|interaction|susceptibility|noise|spot|coupling|strength|gigahertz|property|multielectron|dot|voltage|coupling|element
10.1103/PhysRevA.90.042303,quantum computer|quantum computer|quantum computing|superconducting qubit|superconducting qubit|magnon|qubit|magnon|bose|einstein|condensate|progress|creation|state|cooper|pair|electron|approach|limitation|decoherence|effect|coulomb|interaction|environment|solution|problem|einstein|condensate|bec|magnon|magnon|bec|qubit|blockade|pair|magnon|condensate|energy|level|sample|qubit|gate|quantum|transition|state|microwave|field|implementation|qubit|gate|interaction|bec|qubit|exchange|photon|microwave|cavity|condition|magnon|bec|qubit|architecture|advantage|multiqubit|qubit
10.1103/PhysRevA.87.033827,superconducting qubit|rotating|wave|approximation|qubit|oscillator|system|wave|approximation|counter|interaction|qubit|oscillator|system|expression|eigenvalue|eigenstate|flux|qubit|oscillator|spectra|approach|agreement|experiment|energy|level|variety|bias|diagonalization|range|strength|dynamic|qubit|result|support|validity|approximation|approach|experiment|future|qubit|coupling|strength|doi
10.1021/acs.nanolett.4c05539,superconducting qubit|gatemon|qubit|germanium|quantum|well|heterostructure|gatemon|transmon|gate|tunable|semiconducting|link|josephson|element|device|aluminum|microwave|circuit|ge|sige|heterostructure|ge|proximity|effect|mobility|hole|gas|well|gate|tunable|link|al|contact|rabi|oscillation|interference|measurement|gate|voltage|dependence|qubit|frequency|qubit|anharmonicity|relaxation|time|ns|coherence|times|ns|qubit|frequency|gate|tunable|ghz|proof|concept|result|work|ge|heterostructure|platform|development|gatemon|parity|phi|qubit
10.1007/s11433-022-1972-1,scq|cloud|quantum|computation|greenberger|zeilinger|state|qubit|study|quantum|computation|platform|scq|array|qubit|processor|qubit|rotation|gate|qubit|gate|neighbor|site|array|qubit|preparation|verification|greenberger|zeilinger|state|qubit|platform|block|qubit|chain|user|interface|quantum|assembly|language|method|task|parameter|feature|scq|performance|computation|platform|fidelity|gate|detail|device
10.1038/s41467-024-49467-8,quantum network|microwave|transduction|integration|overtone|resonator|circuit|interconversion|microwave|frequency|quantum|interface|computing|communication|microwave|transducer|integration|actuator|silicon|nitride|circuit|actuator|couple|signal|overtone|resonator|silica|cladding|waveguide|core|coupling|room|temperature|piezo|transducer|chip|photon|number|conversion|efficiency|bandwidth|mhz|input|pump|power|dbm|approach|manufacturing|resonator|transduction|process|synthesis|microwave|pulse|input|mode|transduction|platform|prospect|frequency|qubit|interconnect|photonic|interconversion|microwave|frequency|end|author|actuator|circuit|transduction|overtone|resonance
10.1103/PhysRevB.86.045456,quantum computer|quantum dot|quantum dot|quantum communication|quantum communication|quantum network|quantum state|quantum memory|quantum repeater|graphene|qubit|application|graphene|qubit|valley|pair|qubit|graphene|implementation|application|work|study|qubit|wu|et|al|phy|rev|b|case|qubit|plane|field|configuration|configuration|method|qubit|manipulation|ac|field|valley|orbit|interaction|mechanism|graphene|response|graphene|configuration|term|valley|excitation|respect|polarization|photon|valley|transfer|work|prospect|graphene|approach|state|component|quantum|memory|communication
10.1038/s41467-017-02046-6,josephson junction|quantum gate|quantum processor|quantum memory|access|quantum|information|processor|multimode|circuit|quantum|electrodynamics|qubit|connectivity|property|processor|access|ability|qubit|pair|challenge|circuit|state|art|architecture|neighbor|coupling|access|quantum|information|processor|operation|qubit|memory|transmon|circuit|processor|eigenmode|array|resonator|vacuum|rabi|oscillation|transmon|eigenmode|flux|modulation|transmon|frequency|oscillation|set|pair|mode|multimode|state|control|line|hardware|access|control|architecture|microwave|cavity|quantum|memory
10.1103/PRXQuantum.5.020338,quantum computing|superconducting qubit|qubit|gate|coupling|frequency|transmon|interaction|success|platform|gate|workhorse|coupling|fixedfrequency|processor|entanglement|qubit|neighbor|frequency|cnot|gate|microwave|drive|resonance|qubit|gate|hat|cnot|gate|benchmark|native|swap|root|swap|gate|fact|su|unitary|technique|technique|construction|b|gate|entangler|qubit|gate|application|qubit|gate|counterpart|gate|resonance|condition|qubit|gate|frame|technique|qiskit
10.1063/1.4875909,quantum dot|quantum dot|quantum dot|quantum dot|control|circuit|charge|state|electron|regime|realization|array|tunnel|electron|regime|step|state|spin|qubit|architecture|tunability|system|condition|spin|blockade|readout|circuit|model|series|quadruple|circuit|charge|state|diagram|configuration|pauli|spin|blockade|measurement|charge|state|agreement|model|c|aip|publishing|llc
10.1007/s11128-015-1073-2,coupling|design|circuit|qed|flux|qubit|circuit|quantum|electrodynamic|architecture|flux|qubit|qubit|transmission|line|resonator|ac|originating|mode|resonator|coupling|capacitance|qubit|resonator|design|qubit|coupling
10.1021/acs.nanolett.3c04301,quantum system|control|spin|photon|interface|chip|color|center|ccs|diamond|quantum|technology|application|criterion|addressing|spin|qubit|frequency|spin|transition|spin|control|photon|routing|manufacturability|chip|power|dissipation|operation|architecture|strain|control|diamond|waveguide|tin|vacancy|center|ultralow|power|dissipation|dc|response|device|emitter|transition|ghz|power|ac|control|spin|resonance|tin|vacancy|spin|phonon|coupling|rate|khz|regime|speed|routing|work|path|qubit|control|gate
10.1103/PhysRevApplied.16.024063,quantum processor|crosstalk|qubit|error|network|discrimination|measurement|qubit|role|computation|multiqubit|readout|scheme|scheme|measurement|qubit|state|state|neighboring|qubit|crosstalk|effect|readout|fidelity|impact|crosstalk|signal|processing|system|measurement|network|state|discriminator|method|qubit|chip|readout|performance|qubit|state|discriminator|readout|crosstalk|training|optimization|process|network
10.1038/s41534-021-00511-1,superconducting qubit|superconducting qubit|quantum communication|quantum communication|quantum state|quantum system|bell state|surface|wave|phonon|wave|electronic|application|use|experiment|fabry|perot|resonator|use|phonon|surface|wave|transmission|line|qubit|node|node|microwave|phonon|transducer|coupler|system|phonon|information|quantum|node|fidelity|node|transfer|generation|node|interaction|phonon|node|node|interaction|phonon|qubit|quantum|optic|style|experiment|phonon
10.1088/1748-0221/19/09/P09001,superconducting qubit|superconducting qubit|quantum circuit|quantum device|abatement|radiation|radiation|performance|report|contribution|source|radioactivity|experiment|platform|assessment|radioactivity|cryostat|highlight|importance|material|experiment|component|device|packaging|interconnect|facility|meter|water|equivalent|flux|ray|lead|cryostat|gamma|ray|flux|laboratory|environment|device|facility|rate|error|factor|relative|rate|ground|facility|design|improvement|radiation|rate|limit|generation|detection|matter|experiment
10.1103/PhysRevA.91.043846,superconducting qubit|quantum device|microwave|phase|tunable|qubit|resonator|coupling|circuit|quantum|electrodynamic|circuit|quantum|electrodynamics|architecture|resonance|frequency|coupling|field|mode|field|qubit|photon|dynamic|parameter|range|scheme|coupling|transmon|qubit|microwave|resonator|drive|tone|transmon|level|system|qubit|subspace|ground|state|drive|frequency|difference|resonator|qubit|frequency|type|interaction|amplitude|phase|strength|mhz|setup|anharmonicity|transmon|qubit|scheme|microwave|photon|shape|pechal|et|al|phy|rev|anharmonicity|coupling|strength
10.1007/s11128-015-0973-5,superconducting qubit|quantum network|w state|w state|preparation|multi|resonator|passage|scheme|sc|qubit|coplanar|waveguide|cpw|resonator|passage|cpw|resonator|qubit|coupler|scc|qubit|circuit|quantum|electrodynamic|system|scheme|experiment|model|plurality|cavity|qubit|protocol|passage|model|need|rabi|frequency|field|interaction|time|operation|dissipation|resonator|energy|relaxation
10.1209/0295-5075/130/17003,quantum dot|quantum dot|bias|blockade|transport|property|ttqd|ring|reservoir|derivation|equation|motion|calculation|bias|current|field|coupling|spin|gauge|field|current|nonequilibrium|spin|chirality|degeneracy|time|inversion|symmetry|oscillate|bias|coulomb|blockade|regime|spin|qubit|manipulation|blockade|transport|current|localization|state|function|analysis
10.1134/S0021364012240149,superconducting qubit|superconducting qubit|information|processing|rf|quantum|interference|device|transmission|line|resonator|scheme|information|processing|system|fidelity|qubit|state|quantum|logic|gate|detuning|condition|state|quantum|interference|device|state|emission|paper|feasibility|challenge|scheme
10.1103/PhysRevApplied.15.064063,quantum computing|quantum processor|coupler|coupler|qubit|qubit|capacitance|coupling|condition|polarity|qubit|coupler|coupling|qubit|qubit|coupling|coupling|condition|coupler|frequency|qubit|frequency|regime|coupler|configuration|pad|coupler|respect|qubit|coupler|flexibility|scale|coupling
10.1088/1367-2630/14/7/073041,superconducting qubit|qubit|gate|operation|circuit|coupling|anharmonicity|implementation|qubit|gate|system|qubit|gate|operation|condition|coupling|strength|anharmonicity|qubit|time|equation|assumption|decoherence|dependence|qubit|gate|fidelity|system|parameter|case|qubit|qubit|coupling|result|parameter|regime|qubit|gate|fidelity|system
